,month_date_yyyymm,median_listing_price,active_listing_count,median_days_on_market,total_listing_count,county_r,state_r,index,zillow_avg_price,date_reformat,total_avg
18187,201904.0,303995.0,688.0,64.0,1112.0,berkeley,SC,18187,218258.0,04/2019,261126.5
19893,201904.0,437050.0,3028.0,86.5,4246.0,beaufort,SC,19893,315443.0,04/2019,376246.5
20278,201904.0,225050.0,1064.0,76.0,1064.0,aiken,SC,20278,152356.0,04/2019,188703.0
23744,201904.0,177500.0,692.0,79.5,712.0,florence,SC,23744,129606.0,04/2019,153553.0
23909,201904.0,294050.0,997.0,55.5,1664.0,dorchester,SC,23909,225852.0,04/2019,259951.0
26497,201904.0,293042.8571,617.0,66.5,994.0,pickens,SC,26497,172293.0,04/2019,232667.92855
28865,201904.0,173145.0,432.0,65.5,590.0,sumter,SC,28865,122064.0,04/2019,147604.5
32664,201904.0,176321.4286,431.0,102.5,521.0,orangeburg,SC,32664,98136.0,04/2019,137228.7143
37069,201904.0,323040.0,456.0,52.5,689.0,lancaster,SC,37069,206455.0,04/2019,264747.5
38334,201904.0,318050.0,581.0,69.5,804.0,oconee,SC,38334,168730.0,04/2019,243390.0
39823,201904.0,239245.2143,145.0,64.5,219.0,greenwood,SC,39823,108937.0,04/2019,174091.10715
40373,201904.0,151000.0,205.0,102.0,211.0,darlington,SC,40373,88843.0,04/2019,119921.5
41198,201904.0,217500.0,180.0,65.0,320.0,laurens,SC,41198,103370.0,04/2019,160435.0
44007,201904.0,252500.0,362.0,79.0,365.0,kershaw,SC,44007,127503.0,04/2019,190001.5
44724,201904.0,352540.0,788.0,132.5,992.0,georgetown,SC,44724,258473.0,04/2019,305506.5
47041,201904.0,164950.0,95.0,68.5,138.0,cherokee,SC,47041,81033.0,04/2019,122991.5
7779,201903.0,291795.7143,1949.0,60.0,3309.0,greenville,SC,7779,211425.0,03/2019,251610.35715
9156,201903.0,230221.4286,1331.0,55.0,1334.0,richland,SC,9156,150262.0,03/2019,190241.7143
9872,201903.0,530472.8571,3284.0,72.0,4411.0,charleston,SC,9872,346405.0,03/2019,438438.92855
12074,201903.0,220714.0,1746.0,63.0,2548.0,spartanburg,SC,12074,153065.0,03/2019,186889.5
12681,201903.0,240764.2857,5333.0,86.0,7781.0,horry,SC,12681,188999.0,03/2019,214881.64285
13122,201903.0,237715.7143,1193.0,56.0,1201.0,lexington,SC,13122,170753.0,03/2019,204234.35715
14664,201903.0,331384.2857,1045.0,52.0,1586.0,york,SC,14664,208657.0,03/2019,270020.64285
17308,201903.0,214235.7143,816.0,102.0,1320.0,anderson,SC,17308,168105.0,03/2019,191170.35715
18188,201903.0,295041.4286,702.0,59.0,1081.0,berkeley,SC,18188,217419.0,03/2019,256230.2143
19894,201903.0,429335.7143,2944.0,105.0,4072.0,beaufort,SC,19894,314092.0,03/2019,371713.85715
20279,201903.0,223278.5714,1067.0,95.0,1068.0,aiken,SC,20279,151770.0,03/2019,187524.2857
23745,201903.0,173335.7143,562.0,92.0,691.0,florence,SC,23745,128961.0,03/2019,151148.35715
23910,201903.0,290650.0,968.0,57.0,1583.0,dorchester,SC,23910,225052.0,03/2019,257851.0
26498,201903.0,290992.8571,598.0,78.0,969.0,pickens,SC,26498,171488.0,03/2019,231240.42855
28866,201903.0,164788.5714,407.0,63.0,566.0,sumter,SC,28866,121959.0,03/2019,143373.7857
32665,201903.0,173621.4286,421.0,140.0,518.0,orangeburg,SC,32665,97884.0,03/2019,135752.7143
37070,201903.0,318474.2857,448.0,64.0,662.0,lancaster,SC,37070,206233.0,03/2019,262353.64285
38335,201903.0,295907.1429,620.0,83.0,835.0,oconee,SC,38335,168592.0,03/2019,232249.57145
39824,201903.0,234311.7143,139.0,78.0,209.0,greenwood,SC,39824,108521.0,03/2019,171416.35715
40374,201903.0,146521.4286,177.0,108.0,206.0,darlington,SC,40374,89872.0,03/2019,118196.7143
41199,201903.0,206421.4286,187.0,93.0,313.0,laurens,SC,41199,102812.0,03/2019,154616.7143
44008,201903.0,244278.5714,380.0,83.0,383.0,kershaw,SC,44008,127679.0,03/2019,185978.7857
44725,201903.0,347188.5714,773.0,150.0,979.0,georgetown,SC,44725,257524.0,03/2019,302356.2857
47042,201903.0,155521.4286,107.0,70.0,150.0,cherokee,SC,47042,81323.0,03/2019,118422.2143
7780,201902.0,284995.0,1939.0,77.5,3173.0,greenville,SC,7780,211352.0,02/2019,248173.5
9157,201902.0,219995.0,1363.0,65.0,1366.0,richland,SC,9157,150012.0,02/2019,185003.5
9873,201902.0,521045.0,3173.0,106.0,4157.0,charleston,SC,9873,345481.0,02/2019,433263.0
12075,201902.0,218966.0,1751.0,78.0,2460.0,spartanburg,SC,12075,152424.0,02/2019,185695.0
12682,201902.0,239875.0,5230.0,98.0,7508.0,horry,SC,12682,188772.0,02/2019,214323.5
13123,201902.0,236040.0,1210.0,66.0,1216.0,lexington,SC,13123,170519.0,02/2019,203279.5
14665,201902.0,326221.0,1033.0,57.0,1487.0,york,SC,14665,206730.0,02/2019,266475.5
17309,201902.0,199950.0,895.0,115.0,1364.0,anderson,SC,17309,166856.0,02/2019,183403.0
18189,201902.0,287700.0,702.0,64.0,1017.0,berkeley,SC,18189,216523.0,02/2019,252111.5
19895,201902.0,428050.0,2857.0,113.5,3849.0,beaufort,SC,19895,313894.0,02/2019,370972.0
20280,201902.0,220950.0,1054.0,112.5,1055.0,aiken,SC,20280,151330.0,02/2019,186140.0
23746,201902.0,171500.0,472.0,97.0,664.0,florence,SC,23746,128875.0,02/2019,150187.5
23911,201902.0,286252.5,956.0,63.5,1499.0,dorchester,SC,23911,224033.0,02/2019,255142.75
26499,201902.0,276230.0,612.0,96.5,963.0,pickens,SC,26499,170671.0,02/2019,223450.5
28867,201902.0,160000.0,377.0,82.5,539.0,sumter,SC,28867,121559.0,02/2019,140779.5
32666,201902.0,166550.0,410.0,151.5,510.0,orangeburg,SC,32666,97519.0,02/2019,132034.5
37071,201902.0,312500.0,453.0,78.5,648.0,lancaster,SC,37071,205417.0,02/2019,258958.5
38336,201902.0,280050.0,641.0,122.5,841.0,oconee,SC,38336,167251.0,02/2019,223650.5
39825,201902.0,227566.5,146.0,102.5,206.0,greenwood,SC,39825,108157.0,02/2019,167861.75
40375,201902.0,145250.0,160.0,114.0,203.0,darlington,SC,40375,89854.0,02/2019,117552.0
41200,201902.0,195050.0,195.0,98.0,311.0,laurens,SC,41200,102341.0,02/2019,148695.5
44009,201902.0,238545.0,393.0,89.0,396.0,kershaw,SC,44009,127959.0,02/2019,183252.0
44726,201902.0,345500.0,752.0,143.0,948.0,georgetown,SC,44726,256789.0,02/2019,301144.5
47043,201902.0,145950.0,125.0,85.5,162.0,cherokee,SC,47043,81008.0,02/2019,113479.0
7781,201901.0,283549.5,1998.0,79.0,2906.0,greenville,SC,7781,210736.0,01/2019,247142.75
9158,201901.0,219500.0,1303.0,80.0,1306.0,richland,SC,9158,149681.0,01/2019,184590.5
9874,201901.0,500050.0,3076.0,107.5,3785.0,charleston,SC,9874,344962.0,01/2019,422506.0
12076,201901.0,219950.0,1685.0,88.5,2239.0,spartanburg,SC,12076,151401.0,01/2019,185675.5
12683,201901.0,238495.0,5060.0,101.0,6990.0,horry,SC,12683,187313.0,01/2019,212904.0
13124,201901.0,234533.0,1231.0,79.0,1234.0,lexington,SC,13124,170060.0,01/2019,202296.5
14666,201901.0,313989.5,1017.0,72.0,1356.0,york,SC,14666,204695.0,01/2019,259342.25
17310,201901.0,212500.0,921.0,120.0,1336.0,anderson,SC,17310,166059.0,01/2019,189279.5
18190,201901.0,283374.0,687.0,78.0,933.0,berkeley,SC,18190,215717.0,01/2019,249545.5
19896,201901.0,427050.0,2836.0,112.0,3627.0,beaufort,SC,19896,314277.0,01/2019,370663.5
20281,201901.0,230000.0,1020.0,117.0,1021.0,aiken,SC,20281,150659.0,01/2019,190329.5
23747,201901.0,169950.0,486.0,97.5,644.0,florence,SC,23747,128821.0,01/2019,149385.5
23912,201901.0,280217.0,954.0,71.5,1369.0,dorchester,SC,23912,223267.0,01/2019,251742.0
26500,201901.0,256799.5,648.0,105.5,891.0,pickens,SC,26500,169291.0,01/2019,213045.25
28868,201901.0,157950.0,359.0,87.5,498.0,sumter,SC,28868,121334.0,01/2019,139642.0
32667,201901.0,159950.0,411.0,150.5,500.0,orangeburg,SC,32667,97145.0,01/2019,128547.5
37072,201901.0,310050.0,467.0,82.0,624.0,lancaster,SC,37072,204376.0,01/2019,257213.0
38337,201901.0,289050.0,639.0,128.5,781.0,oconee,SC,38337,165554.0,01/2019,227302.0
39826,201901.0,208500.0,158.0,111.5,192.0,greenwood,SC,39826,107736.0,01/2019,158118.0
40376,201901.0,149950.0,157.0,110.0,197.0,darlington,SC,40376,89835.0,01/2019,119892.5
41201,201901.0,192050.0,199.0,91.0,297.0,laurens,SC,41201,101785.0,01/2019,146917.5
44010,201901.0,234950.0,402.0,90.0,404.0,kershaw,SC,44010,128075.0,01/2019,181512.5
44727,201901.0,340871.0,758.0,145.0,930.0,georgetown,SC,44727,256219.0,01/2019,298545.0
47044,201901.0,142450.0,125.0,90.5,154.0,cherokee,SC,47044,80831.0,01/2019,111640.5
5173,202012.0,300000.0,620.0,47.0,1829.0,providence,RI,5173,303463.0,12/2020,301731.5
19487,202012.0,327500.0,243.0,50.5,742.0,kent,RI,19487,285752.0,12/2020,306626.0
25431,202012.0,675050.0,291.0,66.0,628.0,washington,RI,25431,428773.0,12/2020,551911.5
34848,202012.0,799050.0,236.0,77.5,433.0,newport,RI,34848,493633.0,12/2020,646341.5
50008,202012.0,649800.0,71.0,60.0,171.0,bristol,RI,50008,411905.0,12/2020,530852.5
5174,202011.0,302549.5,730.0,40.0,2180.0,providence,RI,5174,299321.0,11/2020,300935.25
19488,202011.0,325000.0,284.0,38.0,906.0,kent,RI,19488,280670.0,11/2020,302835.0
25432,202011.0,662500.0,317.0,56.0,695.0,washington,RI,25432,422490.0,11/2020,542495.0
34849,202011.0,799050.0,267.0,67.5,497.0,newport,RI,34849,488065.0,11/2020,643557.5
50009,202011.0,657250.0,97.0,60.5,212.0,bristol,RI,50009,406502.0,11/2020,531876.0
5175,202010.0,314950.0,743.0,37.0,2231.0,providence,RI,5175,295622.0,10/2020,305286.0
19489,202010.0,314950.0,301.0,38.0,926.0,kent,RI,19489,275631.0,10/2020,295290.5
25433,202010.0,650048.0,344.0,51.0,788.0,washington,RI,25433,417354.0,10/2020,533701.0
34850,202010.0,774050.0,297.0,59.0,555.0,newport,RI,34850,483370.0,10/2020,628710.0
50010,202010.0,574050.0,104.0,63.0,243.0,bristol,RI,50010,401114.0,10/2020,487582.0
5176,202009.0,309050.0,741.0,35.0,2218.0,providence,RI,5176,291170.0,09/2020,300110.0
19490,202009.0,314950.0,294.0,39.5,880.0,kent,RI,19490,271448.0,09/2020,293199.0
25434,202009.0,684950.0,360.0,52.0,812.0,washington,RI,25434,412722.0,09/2020,548836.0
34851,202009.0,799050.0,292.0,60.5,570.0,newport,RI,34851,478131.0,09/2020,638590.5
50011,202009.0,588550.0,102.0,60.5,253.0,bristol,RI,50011,395404.0,09/2020,491977.0
5177,202008.0,310950.0,716.0,37.0,2176.0,providence,RI,5177,287148.0,08/2020,299049.0
19491,202008.0,329050.0,290.0,42.0,873.0,kent,RI,19491,268508.0,08/2020,298779.0
25435,202008.0,675050.0,379.0,59.0,837.0,washington,RI,25435,408097.0,08/2020,541573.5
34852,202008.0,825050.0,307.0,70.0,575.0,newport,RI,34852,473216.0,08/2020,649133.0
50012,202008.0,589050.0,134.0,63.0,268.0,bristol,RI,50012,391185.0,08/2020,490117.5
5178,202007.0,312550.0,738.0,39.5,2116.0,providence,RI,5178,284190.0,07/2020,298370.0
19492,202007.0,329950.0,294.0,49.5,871.0,kent,RI,19492,266596.0,07/2020,298273.0
25436,202007.0,634950.0,436.0,66.0,899.0,washington,RI,25436,404565.0,07/2020,519757.5
34853,202007.0,759550.0,362.0,73.5,618.0,newport,RI,34853,468602.0,07/2020,614076.0
50013,202007.0,571050.0,142.0,53.0,279.0,bristol,RI,50013,386585.0,07/2020,478817.5
5179,202006.0,312500.0,782.0,44.0,2036.0,providence,RI,5179,282318.0,06/2020,297409.0
19493,202006.0,329950.0,335.0,46.0,855.0,kent,RI,19493,264886.0,06/2020,297418.0
25437,202006.0,649050.0,484.0,77.0,895.0,washington,RI,25437,402005.0,06/2020,525527.5
34854,202006.0,742300.0,397.0,83.5,614.0,newport,RI,34854,467327.0,06/2020,604813.5
50014,202006.0,575050.0,161.0,54.5,289.0,bristol,RI,50014,383529.0,06/2020,479289.5
5180,202005.0,300049.0,853.0,52.0,1906.0,providence,RI,5180,280710.0,05/2020,290379.5
19494,202005.0,329950.0,358.0,57.0,771.0,kent,RI,19494,261975.0,05/2020,295962.5
25438,202005.0,579050.0,528.0,79.0,823.0,washington,RI,25438,400004.0,05/2020,489527.0
34855,202005.0,689050.0,404.0,80.0,554.0,newport,RI,34855,466469.0,05/2020,577759.5
50015,202005.0,525050.0,161.0,63.0,248.0,bristol,RI,50015,377914.0,05/2020,451482.0
5181,202004.0,299950.0,884.0,44.0,1874.0,providence,RI,5181,279192.0,04/2020,289571.0
19495,202004.0,317300.0,371.0,49.0,773.0,kent,RI,19495,259864.0,04/2020,288582.0
25439,202004.0,547050.0,559.0,72.0,826.0,washington,RI,25439,396660.0,04/2020,471855.0
34856,202004.0,668995.0,386.0,73.0,540.0,newport,RI,34856,465608.0,04/2020,567301.5
50016,202004.0,517300.0,149.0,63.0,233.0,bristol,RI,50016,375551.0,04/2020,446425.5
5182,202003.0,299950.0,895.0,44.5,1965.0,providence,RI,5182,277846.0,03/2020,288898.0
19496,202003.0,319450.0,387.0,43.5,810.0,kent,RI,19496,257810.0,03/2020,288630.0
25440,202003.0,549500.0,535.0,67.0,869.0,washington,RI,25440,393426.0,03/2020,471463.0
34857,202003.0,659550.0,384.0,63.5,581.0,newport,RI,34857,463001.0,03/2020,561275.5
50017,202003.0,544050.0,151.0,54.5,251.0,bristol,RI,50017,374347.0,03/2020,459198.5
5183,202002.0,289050.0,944.0,50.0,1867.0,providence,RI,5183,276296.0,02/2020,282673.0
19497,202002.0,324950.0,390.0,64.0,756.0,kent,RI,19497,257082.0,02/2020,291016.0
25441,202002.0,519950.0,533.0,84.0,833.0,washington,RI,25441,390924.0,02/2020,455437.0
34858,202002.0,624950.0,359.0,104.0,538.0,newport,RI,34858,461141.0,02/2020,543045.5
50018,202002.0,549950.0,149.0,67.0,226.0,bristol,RI,50018,373722.0,02/2020,461836.0
5184,202001.0,285050.0,1060.0,59.0,1820.0,providence,RI,5184,274662.0,01/2020,279856.0
19498,202001.0,319950.0,450.0,70.0,788.0,kent,RI,19498,255977.0,01/2020,287963.5
25442,202001.0,494050.0,540.0,90.0,797.0,washington,RI,25442,390427.0,01/2020,442238.5
34859,202001.0,566800.0,376.0,109.0,514.0,newport,RI,34859,459062.0,01/2020,512931.0
50019,202001.0,544300.0,153.0,84.0,206.0,bristol,RI,50019,372275.0,01/2020,458287.5
5185,201912.0,282000.0,1195.0,58.0,2063.0,providence,RI,5185,273250.0,12/2019,277625.0
19499,201912.0,319950.0,525.0,65.0,891.0,kent,RI,19499,255298.0,12/2019,287624.0
25443,201912.0,484500.0,598.0,87.5,864.0,washington,RI,25443,389840.0,12/2019,437170.0
34860,201912.0,560050.0,422.0,106.0,581.0,newport,RI,34860,458642.0,12/2019,509346.0
50020,201912.0,541050.0,164.0,77.5,234.0,bristol,RI,50020,369368.0,12/2019,455209.0
5186,201911.0,285050.0,1363.0,50.0,2462.0,providence,RI,5186,271986.0,11/2019,278518.0
19500,201911.0,319950.0,620.0,49.0,1041.0,kent,RI,19500,254262.0,11/2019,287106.0
25444,201911.0,499550.0,692.0,72.0,1023.0,washington,RI,25444,389130.0,11/2019,444340.0
34861,201911.0,595050.0,502.0,99.0,691.0,newport,RI,34861,457139.0,11/2019,526094.5
50021,201911.0,499050.0,212.0,63.0,307.0,bristol,RI,50021,369526.0,11/2019,434288.0
5187,201910.0,289950.0,1472.0,43.5,2633.0,providence,RI,5187,270388.0,10/2019,280169.0
19501,201910.0,324950.0,650.0,45.0,1105.0,kent,RI,19501,253415.0,10/2019,289182.5
25445,201910.0,499500.0,751.0,64.0,1127.0,washington,RI,25445,387314.0,10/2019,443407.0
34862,201910.0,587050.0,559.0,89.0,764.0,newport,RI,34862,455929.0,10/2019,521489.5
50022,201910.0,495000.0,230.0,60.5,336.0,bristol,RI,50022,371011.0,10/2019,433005.5
5188,201909.0,290314.2857,1527.0,43.0,2758.0,providence,RI,5188,270101.0,09/2019,280207.64285
19502,201909.0,320000.0,651.0,44.0,1116.0,kent,RI,19502,252719.0,09/2019,286359.5
25446,201909.0,539550.0,744.0,63.5,1148.0,washington,RI,25446,386171.0,09/2019,462860.5
34863,201909.0,592500.0,586.0,85.0,815.0,newport,RI,34863,456116.0,09/2019,524308.0
50023,201909.0,472300.0,231.0,73.0,351.0,bristol,RI,50023,374796.0,09/2019,423548.0
5189,201908.0,292864.2857,1495.0,47.0,2721.0,providence,RI,5189,269959.0,08/2019,281411.64285
19503,201908.0,325192.8571,636.0,45.0,1101.0,kent,RI,19503,251058.0,08/2019,288125.42855
25447,201908.0,545764.2857,742.0,63.0,1143.0,washington,RI,25447,385779.0,08/2019,465771.64285
34864,201908.0,612078.5714,594.0,71.0,824.0,newport,RI,34864,456161.0,08/2019,534119.7857
50024,201908.0,484835.7143,235.0,74.0,357.0,bristol,RI,50024,376657.0,08/2019,430746.35715
5190,201907.0,296550.0,1473.0,44.0,2737.0,providence,RI,5190,269516.0,07/2019,283033.0
19504,201907.0,329550.0,608.0,45.0,1099.0,kent,RI,19504,248877.0,07/2019,289213.5
25448,201907.0,549050.0,748.0,58.5,1152.0,washington,RI,25448,384732.0,07/2019,466891.0
34865,201907.0,624900.0,588.0,65.0,812.0,newport,RI,34865,456762.0,07/2019,540831.0
50025,201907.0,499500.0,251.0,64.0,369.0,bristol,RI,50025,378720.0,07/2019,439110.0
5191,201906.0,299950.0,1502.0,42.0,2860.0,providence,RI,5191,268216.0,06/2019,284083.0
19505,201906.0,329950.0,600.0,40.0,1153.0,kent,RI,19505,246662.0,06/2019,288306.0
25449,201906.0,539050.0,751.0,52.0,1192.0,washington,RI,25449,382693.0,06/2019,460871.5
34866,201906.0,599050.0,582.0,59.0,805.0,newport,RI,34866,453869.0,06/2019,526459.5
50026,201906.0,499050.0,257.0,50.0,405.0,bristol,RI,50026,378347.0,06/2019,438698.5
5192,201905.0,296500.0,1490.0,38.5,2850.0,providence,RI,5192,266361.0,05/2019,281430.5
19506,201905.0,329957.0,594.0,40.5,1113.0,kent,RI,19506,247199.0,05/2019,288578.0
25450,201905.0,549050.0,698.0,55.0,1117.0,washington,RI,25450,381278.0,05/2019,465164.0
34867,201905.0,592050.0,549.0,67.0,785.0,newport,RI,34867,452326.0,05/2019,522188.0
50027,201905.0,499050.0,249.0,46.5,374.0,bristol,RI,50027,381545.0,05/2019,440297.5
5193,201904.0,289500.0,1420.0,41.5,2587.0,providence,RI,5193,264702.0,04/2019,277101.0
19507,201904.0,329950.0,579.0,42.5,1017.0,kent,RI,19507,247457.0,04/2019,288703.5
25451,201904.0,550042.8571,631.0,58.5,1046.0,washington,RI,25451,382177.0,04/2019,466109.92855
34868,201904.0,583407.0714,515.0,70.5,752.0,newport,RI,34868,451256.0,04/2019,517331.5357
50028,201904.0,488478.5714,221.0,46.5,338.0,bristol,RI,50028,380297.0,04/2019,434387.7857
5194,201903.0,283850.0,1381.0,56.0,2384.0,providence,RI,5194,263005.0,03/2019,273427.5
19508,201903.0,321435.7143,553.0,58.0,961.0,kent,RI,19508,247875.0,03/2019,284655.35715
25452,201903.0,549992.8571,613.0,70.0,956.0,washington,RI,25452,383577.0,03/2019,466784.92855
34869,201903.0,588906.5714,484.0,105.0,684.0,newport,RI,34869,452015.0,03/2019,520460.7857
50029,201903.0,490478.5714,190.0,61.0,288.0,bristol,RI,50029,379600.0,03/2019,435039.2857
5195,201902.0,277500.0,1386.0,67.0,2250.0,providence,RI,5195,262328.0,02/2019,269914.0
19509,201902.0,304950.0,579.0,59.5,934.0,kent,RI,19509,246616.0,02/2019,275783.0
25453,201902.0,544950.0,596.0,90.5,888.0,washington,RI,25453,384611.0,02/2019,464780.5
34870,201902.0,599500.0,451.0,120.5,616.0,newport,RI,34870,451966.0,02/2019,525733.0
50030,201902.0,499400.0,184.0,97.5,257.0,bristol,RI,50030,376996.0,02/2019,438198.0
5196,201901.0,272550.0,1462.0,66.5,2242.0,providence,RI,5196,262700.0,01/2019,267625.0
19510,201901.0,300000.0,636.0,66.0,931.0,kent,RI,19510,245042.0,01/2019,272521.0
25454,201901.0,527500.0,639.0,94.0,877.0,washington,RI,25454,384035.0,01/2019,455767.5
34871,201901.0,580050.0,465.0,110.0,611.0,newport,RI,34871,451794.0,01/2019,515922.0
50031,201901.0,474500.0,192.0,94.5,255.0,bristol,RI,50031,375933.0,01/2019,425216.5
1101,202012.0,299750.0,3659.0,64.5,5887.0,philadelphia,PA,1101,206313.0,12/2020,253031.5
1651,202012.0,267000.0,2014.0,68.0,4077.0,allegheny,PA,1651,188345.0,12/2020,227672.5
3688,202012.0,466545.0,931.0,66.0,2399.0,montgomery,PA,3688,353437.0,12/2020,409991.0
5228,202012.0,512550.0,599.0,63.0,1589.0,bucks,PA,5228,376607.0,12/2020,444578.5
5888,202012.0,400049.5,526.0,59.5,1480.0,delaware,PA,5888,263555.0,12/2020,331802.25
6493,202012.0,332297.5,481.0,59.0,1167.0,lancaster,PA,6493,256481.0,12/2020,294389.25
6933,202012.0,498050.0,577.0,68.0,1525.0,chester,PA,6933,396478.0,12/2020,447264.0
8089,202012.0,262000.0,527.0,63.5,1365.0,york,PA,8089,205971.0,12/2020,233985.5
8750,202012.0,250050.0,416.0,51.0,1123.0,berks,PA,8750,208038.0,12/2020,229044.0
9630,202012.0,154950.0,566.0,75.5,1070.0,westmoreland,PA,9630,181732.0,12/2020,168341.0
9906,202012.0,276100.0,400.0,43.0,501.0,lehigh,PA,9906,235152.0,12/2020,255626.0
10512,202012.0,179500.0,467.0,55.5,547.0,luzerne,PA,10512,127543.0,12/2020,153521.5
11337,202012.0,343040.0,451.0,53.5,574.0,northampton,PA,11337,245468.0,12/2020,294254.0
12218,202012.0,139050.0,346.0,72.0,631.0,erie,PA,12218,142619.0,12/2020,140834.5
12825,202012.0,199950.0,254.0,52.5,678.0,dauphin,PA,12825,185986.0,12/2020,192968.0
14257,202012.0,321495.0,308.0,62.0,767.0,cumberland,PA,14257,229504.0,12/2020,275499.5
15139,202012.0,177050.0,343.0,81.0,564.0,lackawanna,PA,15139,146879.0,12/2020,161964.5
15579,202012.0,252450.0,405.0,79.0,775.0,washington,PA,15579,182343.0,12/2020,217396.5
17507,202012.0,318950.0,306.0,74.0,632.0,butler,PA,17507,274362.0,12/2020,296656.0
18882,202012.0,199950.0,237.0,62.5,491.0,beaver,PA,18882,151514.0,12/2020,175732.0
18937,202012.0,254550.0,601.0,61.5,1232.0,monroe,PA,18937,196054.0,12/2020,225302.0
21303,202012.0,305050.0,191.0,77.5,346.0,centre,PA,21303,263363.0,12/2020,284206.5
21909,202012.0,237450.0,152.0,58.5,393.0,franklin,PA,21909,196181.0,12/2020,216815.5
22074,202012.0,112550.0,166.0,66.0,313.0,schuylkill,PA,22074,91698.0,12/2020,102124.0
22734,202012.0,81000.0,227.0,100.5,316.0,cambria,PA,22734,85902.0,12/2020,83451.0
23834,202012.0,169950.0,275.0,97.5,445.0,fayette,PA,23834,116440.0,12/2020,143195.0
24439,202012.0,240000.0,125.0,58.0,347.0,lebanon,PA,24439,203088.0,12/2020,221544.0
25376,202012.0,149975.0,183.0,77.0,201.0,blair,PA,25376,121923.0,12/2020,135949.0
27028,202012.0,137050.0,185.0,91.0,310.0,mercer,PA,27028,132685.0,12/2020,134867.5
27138,202012.0,173950.0,182.0,73.5,307.0,lycoming,PA,27138,162623.0,12/2020,168286.5
30167,202012.0,328545.0,157.0,78.5,303.0,adams,PA,30167,233010.0,12/2020,280777.5
31984,202012.0,104950.0,115.0,67.5,220.0,northumberland,PA,31984,115378.0,12/2020,110164.0
32809,202012.0,129750.0,247.0,106.5,388.0,lawrence,PA,32809,113136.0,12/2020,121443.0
33415,202012.0,125000.0,186.0,123.5,260.0,indiana,PA,33415,132158.0,12/2020,128579.0
33525,202012.0,132300.0,168.0,88.5,274.0,crawford,PA,33525,111490.0,12/2020,121895.0
35288,202012.0,132500.0,152.0,72.5,241.0,clearfield,PA,35288,105203.0,12/2020,118851.5
36498,202012.0,140000.0,173.0,89.5,280.0,somerset,PA,36498,114654.0,12/2020,127327.0
40078,202012.0,149950.0,78.0,77.5,136.0,armstrong,PA,40078,116184.0,12/2020,133067.0
40738,202012.0,165050.0,104.0,89.5,189.0,columbia,PA,40738,165118.0,12/2020,165084.0
42004,202012.0,219550.0,246.0,60.5,470.0,carbon,PA,42004,165181.0,12/2020,192365.5
43381,202012.0,165000.0,332.0,66.5,513.0,bradford,PA,43381,146650.0,12/2020,155825.0
45864,202012.0,260000.0,274.0,63.0,580.0,pike,PA,45864,190797.0,12/2020,225398.5
47242,202012.0,101000.0,115.0,110.5,174.0,venango,PA,47242,88241.0,12/2020,94620.5
51735,202012.0,140000.0,52.0,73.5,120.0,mifflin,PA,51735,108756.0,12/2020,124378.0
1102,202011.0,317500.0,3945.0,57.0,6419.0,philadelphia,PA,1102,203906.0,11/2020,260703.0
1652,202011.0,268000.0,2265.0,61.5,4727.0,allegheny,PA,1652,185879.0,11/2020,226939.5
3689,202011.0,469497.5,1166.0,54.5,2971.0,montgomery,PA,3689,349206.0,11/2020,409351.75
5229,202011.0,525450.0,729.0,53.5,1997.0,bucks,PA,5229,372922.0,11/2020,449186.0
5889,202011.0,405050.0,622.0,49.5,1717.0,delaware,PA,5889,259213.0,11/2020,332131.5
6494,202011.0,329950.0,516.0,50.5,1324.0,lancaster,PA,6494,252373.0,11/2020,291161.5
6934,202011.0,499500.0,689.0,61.0,1843.0,chester,PA,6934,392272.0,11/2020,445886.0
8090,202011.0,262495.0,592.0,52.5,1575.0,york,PA,8090,203968.0,11/2020,233231.5
8751,202011.0,267450.0,452.0,44.5,1269.0,berks,PA,8751,206042.0,11/2020,236746.0
9631,202011.0,164950.0,617.0,66.5,1259.0,westmoreland,PA,9631,181367.0,11/2020,173158.5
9907,202011.0,268500.0,479.0,31.5,608.0,lehigh,PA,9907,231848.0,11/2020,250174.0
10513,202011.0,177050.0,501.0,44.5,585.0,luzerne,PA,10513,125496.0,11/2020,151273.0
11338,202011.0,331270.0,507.0,47.0,651.0,northampton,PA,11338,241658.0,11/2020,286464.0
12219,202011.0,139950.0,393.0,57.5,783.0,erie,PA,12219,141217.0,11/2020,140583.5
12826,202011.0,217500.0,247.0,49.5,781.0,dauphin,PA,12826,184012.0,11/2020,200756.0
14258,202011.0,317045.0,339.0,59.0,901.0,cumberland,PA,14258,227058.0,11/2020,272051.5
15140,202011.0,182500.0,376.0,65.0,655.0,lackawanna,PA,15140,145142.0,11/2020,163821.0
15580,202011.0,249950.0,481.0,64.0,901.0,washington,PA,15580,181159.0,11/2020,215554.5
17508,202011.0,336545.0,342.0,61.0,691.0,butler,PA,17508,271915.0,11/2020,304230.0
18883,202011.0,217050.0,255.0,53.0,563.0,beaver,PA,18883,150154.0,11/2020,183602.0
18938,202011.0,247050.0,644.0,51.0,1427.0,monroe,PA,18938,191957.0,11/2020,219503.5
21304,202011.0,312500.0,213.0,71.0,434.0,centre,PA,21304,261383.0,11/2020,286941.5
21910,202011.0,230000.0,194.0,50.5,462.0,franklin,PA,21910,194150.0,11/2020,212075.0
