,month_date_yyyymm,median_listing_price,active_listing_count,median_days_on_market,total_listing_count,county_r,state_r,index,zillow_avg_price,date_reformat,total_avg
32754,202012.0,375000.0,170.0,47.5,482.0,laramie,WY,32754,303006.0,12/2020,339003.0
37654,202012.0,269050.0,223.0,55.5,223.0,natrona,WY,37654,224723.0,12/2020,246886.5
32755,202011.0,341500.0,208.0,37.5,593.0,laramie,WY,32755,303835.0,11/2020,322667.5
37655,202011.0,267500.0,266.0,44.0,266.0,natrona,WY,37655,224531.0,11/2020,246015.5
32756,202010.0,349950.0,247.0,30.0,664.0,laramie,WY,32756,303876.0,10/2020,326913.0
37656,202010.0,279050.0,264.0,38.0,264.0,natrona,WY,37656,224159.0,10/2020,251604.5
32757,202009.0,358900.0,242.0,34.0,685.0,laramie,WY,32757,304789.0,09/2020,331844.5
37657,202009.0,287300.0,253.0,37.5,254.0,natrona,WY,37657,223823.0,09/2020,255561.5
32758,202008.0,366550.0,272.0,36.0,698.0,laramie,WY,32758,304679.0,08/2020,335614.5
37658,202008.0,288950.0,250.0,30.0,251.0,natrona,WY,37658,223378.0,08/2020,256164.0
32759,202007.0,368250.0,295.0,29.0,678.0,laramie,WY,32759,304300.0,07/2020,336275.0
37659,202007.0,282345.0,236.0,31.0,237.0,natrona,WY,37659,222663.0,07/2020,252504.0
32760,202006.0,370300.0,277.0,33.0,632.0,laramie,WY,32760,303737.0,06/2020,337018.5
37660,202006.0,273000.0,214.0,36.5,214.0,natrona,WY,37660,221982.0,06/2020,247491.0
32761,202005.0,365750.0,262.0,44.0,584.0,laramie,WY,32761,302602.0,05/2020,334176.0
37661,202005.0,264950.0,228.0,44.0,228.0,natrona,WY,37661,221454.0,05/2020,243202.0
32762,202004.0,366050.0,266.0,33.0,538.0,laramie,WY,32762,301435.0,04/2020,333742.5
37662,202004.0,262450.0,220.0,33.5,220.0,natrona,WY,37662,221187.0,04/2020,241818.5
32763,202003.0,369450.0,218.0,34.5,520.0,laramie,WY,32763,299963.0,03/2020,334706.5
37663,202003.0,247500.0,190.0,33.5,190.0,natrona,WY,37663,220546.0,03/2020,234023.0
32764,202002.0,358050.0,202.0,37.0,487.0,laramie,WY,32764,298338.0,02/2020,328194.0
37664,202002.0,240050.0,189.0,52.0,189.0,natrona,WY,37664,219877.0,02/2020,229963.5
32765,202001.0,340150.0,219.0,66.5,449.0,laramie,WY,32765,295496.0,01/2020,317823.0
37665,202001.0,229950.0,200.0,71.5,200.0,natrona,WY,37665,218794.0,01/2020,224372.0
32766,201912.0,340250.0,247.0,72.5,489.0,laramie,WY,32766,294591.0,12/2019,317420.5
37666,201912.0,225050.0,223.0,69.5,224.0,natrona,WY,37666,217710.0,12/2019,221380.0
32767,201911.0,338884.0,266.0,53.0,556.0,laramie,WY,32767,292256.0,11/2019,315570.0
37667,201911.0,219050.0,259.0,59.0,260.0,natrona,WY,37667,216345.0,11/2019,217697.5
32768,201910.0,330050.0,334.0,42.5,612.0,laramie,WY,32768,291180.0,10/2019,310615.0
37668,201910.0,225000.0,310.0,52.0,310.0,natrona,WY,37668,215194.0,10/2019,220097.0
32769,201909.0,334381.0,308.0,31.5,614.0,laramie,WY,32769,288159.0,09/2019,311270.0
37669,201909.0,235000.0,331.0,50.0,331.0,natrona,WY,37669,214158.0,09/2019,224579.0
32770,201908.0,339298.0,260.0,37.0,589.0,laramie,WY,32770,285884.0,08/2019,312591.0
37670,201908.0,237907.1429,319.0,43.0,320.0,natrona,WY,37670,213375.0,08/2019,225641.07145
32771,201907.0,343900.0,238.0,32.5,591.0,laramie,WY,32771,283471.0,07/2019,313685.5
37671,201907.0,241500.0,306.0,41.0,306.0,natrona,WY,37671,213148.0,07/2019,227324.0
32772,201906.0,352950.0,227.0,44.0,604.0,laramie,WY,32772,280969.0,06/2019,316959.5
37672,201906.0,249950.0,289.0,38.0,289.0,natrona,WY,37672,212590.0,06/2019,231270.0
32773,201905.0,322550.0,242.0,36.0,602.0,laramie,WY,32773,279634.0,05/2019,301092.0
37673,201905.0,245050.0,278.0,49.5,278.0,natrona,WY,37673,211833.0,05/2019,228441.5
32774,201904.0,302328.5714,257.0,35.5,545.0,laramie,WY,32774,277599.0,04/2019,289963.7857
37674,201904.0,249450.0,305.0,49.5,305.0,natrona,WY,37674,210558.0,04/2019,230004.0
32775,201903.0,297278.5714,237.0,57.0,526.0,laramie,WY,32775,276453.0,03/2019,286865.7857
37675,201903.0,245950.0,322.0,60.0,322.0,natrona,WY,37675,209541.0,03/2019,227745.5
32776,201902.0,298300.0,228.0,72.0,501.0,laramie,WY,32776,275173.0,02/2019,286736.5
37676,201902.0,240000.0,326.0,77.0,326.0,natrona,WY,37676,208429.0,02/2019,224214.5
32777,201901.0,290800.0,283.0,60.0,519.0,laramie,WY,32777,275383.0,01/2019,283091.5
37677,201901.0,248750.0,341.0,84.0,341.0,natrona,WY,37677,207582.0,01/2019,228166.0
17010,202012.0,149950.0,465.0,77.0,758.0,kanawha,WV,17010,102784.0,12/2020,126367.0
29452,202012.0,264495.0,215.0,65.5,570.0,berkeley,WV,29452,211940.0,12/2020,238217.5
31433,202012.0,149950.0,264.0,90.5,383.0,cabell,WV,31433,107687.0,12/2020,128818.5
31544,202012.0,283560.0,258.0,102.0,429.0,monongalia,WV,31544,202715.0,12/2020,243137.5
33965,202012.0,164950.0,156.0,73.5,255.0,wood,WV,33965,120324.0,12/2020,142637.0
36058,202012.0,119950.0,258.0,85.5,344.0,raleigh,WV,36058,91862.0,12/2020,105906.0
40023,202012.0,142500.0,147.0,73.5,246.0,harrison,WV,40023,108697.0,12/2020,125598.5
43656,202012.0,135050.0,123.0,108.5,185.0,mercer,WV,43656,75121.0,12/2020,105085.5
46359,202012.0,139950.0,112.0,80.0,214.0,marion,WV,46359,111838.0,12/2020,125894.0
46910,202012.0,224800.0,79.0,52.0,148.0,putnam,WV,46910,170563.0,12/2020,197681.5
47906,202012.0,350000.0,71.0,58.5,228.0,jefferson,WV,47906,257746.0,12/2020,303873.0
52267,202012.0,127250.0,158.0,63.0,224.0,ohio,WV,52267,112383.0,12/2020,119816.5
17011,202011.0,155397.5,495.0,80.5,821.0,kanawha,WV,17011,103024.0,11/2020,129210.75
29453,202011.0,259500.0,233.0,63.0,668.0,berkeley,WV,29453,208418.0,11/2020,233959.0
31434,202011.0,158750.0,286.0,82.5,446.0,cabell,WV,31434,106952.0,11/2020,132851.0
31545,202011.0,287050.0,272.0,94.0,459.0,monongalia,WV,31545,203345.0,11/2020,245197.5
33966,202011.0,160000.0,160.0,62.0,287.0,wood,WV,33966,119295.0,11/2020,139647.5
36059,202011.0,116050.0,300.0,67.0,400.0,raleigh,WV,36059,91152.0,11/2020,103601.0
40024,202011.0,144800.0,164.0,65.5,262.0,harrison,WV,40024,107779.0,11/2020,126289.5
43657,202011.0,145950.0,134.0,99.5,203.0,mercer,WV,43657,74368.0,11/2020,110159.0
46360,202011.0,142450.0,123.0,73.0,236.0,marion,WV,46360,111039.0,11/2020,126744.5
46911,202011.0,246450.0,79.0,51.0,169.0,putnam,WV,46911,169626.0,11/2020,208038.0
47907,202011.0,384050.0,77.0,51.5,256.0,jefferson,WV,47907,254246.0,11/2020,319148.0
52268,202011.0,134550.0,167.0,50.0,231.0,ohio,WV,52268,111676.0,11/2020,123113.0
17012,202010.0,164850.0,615.0,80.0,954.0,kanawha,WV,17012,103050.0,10/2020,133950.0
29454,202010.0,259950.0,264.0,62.0,736.0,berkeley,WV,29454,204985.0,10/2020,232467.5
31435,202010.0,159950.0,300.0,81.0,484.0,cabell,WV,31435,106196.0,10/2020,133073.0
31546,202010.0,289050.0,301.0,78.0,503.0,monongalia,WV,31546,202936.0,10/2020,245993.0
33967,202010.0,160050.0,170.0,52.0,301.0,wood,WV,33967,118277.0,10/2020,139163.5
36060,202010.0,120050.0,311.0,63.0,422.0,raleigh,WV,36060,90450.0,10/2020,105250.0
40025,202010.0,149950.0,162.0,67.0,265.0,harrison,WV,40025,106908.0,10/2020,128429.0
43658,202010.0,154950.0,135.0,94.0,215.0,mercer,WV,43658,73658.0,10/2020,114304.0
46361,202010.0,149950.0,131.0,83.0,247.0,marion,WV,46361,110307.0,10/2020,130128.5
46912,202010.0,249950.0,86.0,52.0,207.0,putnam,WV,46912,168741.0,10/2020,209345.5
47908,202010.0,315050.0,100.0,47.0,289.0,jefferson,WV,47908,251066.0,10/2020,283058.0
52269,202010.0,139050.0,141.0,50.0,224.0,ohio,WV,52269,110955.0,10/2020,125002.5
17013,202009.0,160347.5,624.0,76.5,981.0,kanawha,WV,17013,103157.0,09/2020,131752.25
29455,202009.0,262540.0,285.0,57.0,534.0,berkeley,WV,29455,202033.0,09/2020,232286.5
31436,202009.0,159800.0,305.0,91.5,499.0,cabell,WV,31436,105798.0,09/2020,132799.0
31547,202009.0,290050.0,308.0,73.0,517.0,monongalia,WV,31547,202314.0,09/2020,246182.0
33968,202009.0,157050.0,172.0,52.5,292.0,wood,WV,33968,117437.0,09/2020,137243.5
36061,202009.0,125050.0,267.0,61.5,393.0,raleigh,WV,36061,89976.0,09/2020,107513.0
40026,202009.0,167500.0,152.0,65.5,255.0,harrison,WV,40026,106298.0,09/2020,136899.0
43659,202009.0,141000.0,140.0,108.0,232.0,mercer,WV,43659,73276.0,09/2020,107138.0
46362,202009.0,146050.0,120.0,81.0,245.0,marion,WV,46362,109926.0,09/2020,127988.0
46913,202009.0,254549.5,91.0,54.5,215.0,putnam,WV,46913,168321.0,09/2020,211435.25
47909,202009.0,334950.0,94.0,40.5,205.0,jefferson,WV,47909,248018.0,09/2020,291484.0
52270,202009.0,137050.0,128.0,50.5,224.0,ohio,WV,52270,110497.0,09/2020,123773.5
17014,202008.0,165050.0,645.0,79.0,1010.0,kanawha,WV,17014,102957.0,08/2020,134003.5
29456,202008.0,259950.0,303.0,56.0,532.0,berkeley,WV,29456,199534.0,08/2020,229742.0
31437,202008.0,158050.0,319.0,95.0,506.0,cabell,WV,31437,105669.0,08/2020,131859.5
31548,202008.0,299950.0,323.0,66.0,508.0,monongalia,WV,31548,200981.0,08/2020,250465.5
33969,202008.0,165050.0,161.0,61.0,293.0,wood,WV,33969,116606.0,08/2020,140828.0
36062,202008.0,129950.0,272.0,59.0,388.0,raleigh,WV,36062,89710.0,08/2020,109830.0
40027,202008.0,174050.0,146.0,66.0,252.0,harrison,WV,40027,105986.0,08/2020,140018.0
43660,202008.0,134050.0,146.0,101.0,239.0,mercer,WV,43660,73050.0,08/2020,103550.0
46363,202008.0,150049.0,118.0,66.0,246.0,marion,WV,46363,109591.0,08/2020,129820.0
46914,202008.0,269950.0,93.0,70.0,232.0,putnam,WV,46914,167878.0,08/2020,218914.0
47910,202008.0,335050.0,96.0,50.0,208.0,jefferson,WV,47910,245300.0,08/2020,290175.0
52271,202008.0,149950.0,118.0,65.0,211.0,ohio,WV,52271,110142.0,08/2020,130046.0
17015,202007.0,162450.0,674.0,93.0,1014.0,kanawha,WV,17015,102714.0,07/2020,132582.0
29457,202007.0,250545.0,327.0,76.0,590.0,berkeley,WV,29457,197114.0,07/2020,223829.5
31438,202007.0,163800.0,328.0,88.5,586.0,cabell,WV,31438,105810.0,07/2020,134805.0
31549,202007.0,316300.0,315.0,77.0,523.0,monongalia,WV,31549,200759.0,07/2020,258529.5
33970,202007.0,154950.0,165.0,69.0,320.0,wood,WV,33970,115845.0,07/2020,135397.5
36063,202007.0,133800.0,287.0,101.0,390.0,raleigh,WV,36063,89413.0,07/2020,111606.5
40028,202007.0,162950.0,142.0,85.0,243.0,harrison,WV,40028,105689.0,07/2020,134319.5
43661,202007.0,134950.0,162.0,122.0,247.0,mercer,WV,43661,72847.0,07/2020,103898.5
46364,202007.0,150049.0,130.0,64.0,249.0,marion,WV,46364,109289.0,07/2020,129669.0
46915,202007.0,240050.0,123.0,67.5,246.0,putnam,WV,46915,167457.0,07/2020,203753.5
47911,202007.0,320495.0,114.0,47.0,221.0,jefferson,WV,47911,242414.0,07/2020,281454.5
52272,202007.0,170050.0,122.0,83.5,213.0,ohio,WV,52272,109760.0,07/2020,139905.0
17016,202006.0,163800.0,685.0,101.5,1007.0,kanawha,WV,17016,102387.0,06/2020,133093.5
29458,202006.0,247000.0,372.0,85.0,632.0,berkeley,WV,29458,195380.0,06/2020,221190.0
31439,202006.0,160300.0,342.0,102.5,596.0,cabell,WV,31439,105887.0,06/2020,133093.5
31550,202006.0,324950.0,317.0,94.5,543.0,monongalia,WV,31550,200379.0,06/2020,262664.5
33971,202006.0,152450.0,197.0,85.0,329.0,wood,WV,33971,115231.0,06/2020,133840.5
36064,202006.0,134900.0,279.0,103.0,372.0,raleigh,WV,36064,89167.0,06/2020,112033.5
40029,202006.0,149300.0,147.0,92.0,247.0,harrison,WV,40029,105359.0,06/2020,127329.5
43662,202006.0,134500.0,172.0,121.5,237.0,mercer,WV,43662,72707.0,06/2020,103603.5
46365,202006.0,137050.0,128.0,68.5,223.0,marion,WV,46365,108897.0,06/2020,122973.5
46916,202006.0,232500.0,123.0,65.5,238.0,putnam,WV,46916,166911.0,06/2020,199705.5
47912,202006.0,311040.0,138.0,48.0,242.0,jefferson,WV,47912,239843.0,06/2020,275441.5
52273,202006.0,172550.0,124.0,101.5,214.0,ohio,WV,52273,109322.0,06/2020,140936.0
17017,202005.0,166050.0,702.0,93.0,972.0,kanawha,WV,17017,102100.0,05/2020,134075.0
29459,202005.0,245050.0,461.0,68.0,653.0,berkeley,WV,29459,194013.0,05/2020,219531.5
31440,202005.0,130050.0,422.0,88.0,657.0,cabell,WV,31440,105951.0,05/2020,118000.5
31551,202005.0,324950.0,343.0,88.0,534.0,monongalia,WV,31551,199972.0,05/2020,262461.0
33972,202005.0,156550.0,213.0,86.0,315.0,wood,WV,33972,114475.0,05/2020,135512.5
36065,202005.0,135050.0,284.0,93.0,365.0,raleigh,WV,36065,88939.0,05/2020,111994.5
40030,202005.0,169950.0,160.0,100.0,236.0,harrison,WV,40030,105018.0,05/2020,137484.0
43663,202005.0,124550.0,182.0,119.0,246.0,mercer,WV,43663,72662.0,05/2020,98606.0
46366,202005.0,143550.0,120.0,69.0,219.0,marion,WV,46366,108532.0,05/2020,126041.0
46917,202005.0,239950.0,144.0,67.0,253.0,putnam,WV,46917,166432.0,05/2020,203191.0
47913,202005.0,302550.0,154.0,53.0,241.0,jefferson,WV,47913,237531.0,05/2020,270040.5
52274,202005.0,149950.0,136.0,87.0,200.0,ohio,WV,52274,108830.0,05/2020,129390.0
17018,202004.0,159000.0,781.0,85.5,1008.0,kanawha,WV,17018,101679.0,04/2020,130339.5
29460,202004.0,240000.0,483.0,61.5,662.0,berkeley,WV,29460,192901.0,04/2020,216450.5
31441,202004.0,145550.0,461.0,98.5,612.0,cabell,WV,31441,105778.0,04/2020,125664.0
31552,202004.0,312500.0,378.0,79.0,553.0,monongalia,WV,31552,199557.0,04/2020,256028.5
33973,202004.0,153750.0,232.0,84.5,327.0,wood,WV,33973,113863.0,04/2020,133806.5
36066,202004.0,137050.0,311.0,84.5,384.0,raleigh,WV,36066,88799.0,04/2020,112924.5
40031,202004.0,169500.0,160.0,84.5,229.0,harrison,WV,40031,104699.0,04/2020,137099.5
43664,202004.0,127550.0,206.0,116.5,261.0,mercer,WV,43664,72635.0,04/2020,100092.5
46367,202004.0,133800.0,124.0,76.0,209.0,marion,WV,46367,108416.0,04/2020,121108.0
46918,202004.0,249950.0,154.0,59.0,262.0,putnam,WV,46918,165932.0,04/2020,207941.0
47914,202004.0,313045.0,156.0,59.0,224.0,jefferson,WV,47914,236110.0,04/2020,274577.5
52275,202004.0,145550.0,136.0,104.0,193.0,ohio,WV,52275,108423.0,04/2020,126986.5
17019,202003.0,152500.0,829.0,93.0,1075.0,kanawha,WV,17019,101342.0,03/2020,126921.0
29461,202003.0,240045.0,482.0,51.5,666.0,berkeley,WV,29461,192292.0,03/2020,216168.5
31442,202003.0,140000.0,477.0,112.5,625.0,cabell,WV,31442,105644.0,03/2020,122822.0
31553,202003.0,312500.0,374.0,80.5,576.0,monongalia,WV,31553,199111.0,03/2020,255805.5
33974,202003.0,154550.0,245.0,91.0,348.0,wood,WV,33974,113030.0,03/2020,133790.0
36067,202003.0,142000.0,345.0,85.5,411.0,raleigh,WV,36067,88729.0,03/2020,115364.5
40032,202003.0,159500.0,163.0,78.0,233.0,harrison,WV,40032,104574.0,03/2020,132037.0
43665,202003.0,132750.0,215.0,127.0,268.0,mercer,WV,43665,72635.0,03/2020,102692.5
46368,202003.0,136550.0,126.0,71.0,204.0,marion,WV,46368,108396.0,03/2020,122473.0
46919,202003.0,243550.0,157.0,51.5,278.0,putnam,WV,46919,165587.0,03/2020,204568.5
47915,202003.0,315545.0,149.0,64.5,217.0,jefferson,WV,47915,235055.0,03/2020,275300.0
52276,202003.0,150050.0,127.0,108.5,191.0,ohio,WV,52276,108050.0,03/2020,129050.0
17020,202002.0,149950.0,856.0,102.0,1076.0,kanawha,WV,17020,101159.0,02/2020,125554.5
29462,202002.0,239950.0,480.0,50.0,621.0,berkeley,WV,29462,191663.0,02/2020,215806.5
31443,202002.0,140050.0,506.0,126.0,646.0,cabell,WV,31443,105519.0,02/2020,122784.5
31554,202002.0,289950.0,371.0,127.0,526.0,monongalia,WV,31554,198850.0,02/2020,244400.0
33975,202002.0,152550.0,263.0,95.0,346.0,wood,WV,33975,112214.0,02/2020,132382.0
36068,202002.0,144050.0,339.0,113.0,396.0,raleigh,WV,36068,88649.0,02/2020,116349.5
40033,202002.0,137550.0,170.0,92.0,236.0,harrison,WV,40033,104398.0,02/2020,120974.0
43666,202002.0,121050.0,231.0,130.0,272.0,mercer,WV,43666,72502.0,02/2020,96776.0
46369,202002.0,135050.0,140.0,94.0,206.0,marion,WV,46369,108384.0,02/2020,121717.0
46920,202002.0,235050.0,175.0,74.0,280.0,putnam,WV,46920,165188.0,02/2020,200119.0
47916,202002.0,319950.0,162.0,82.0,224.0,jefferson,WV,47916,234004.0,02/2020,276977.0
52277,202002.0,139050.0,127.0,109.0,172.0,ohio,WV,52277,107661.0,02/2020,123355.5
17021,202001.0,149950.0,895.0,103.0,1083.0,kanawha,WV,17021,101036.0,01/2020,125493.0
29463,202001.0,237500.0,489.0,82.5,594.0,berkeley,WV,29463,190894.0,01/2020,214197.0
31444,202001.0,138950.0,527.0,124.5,637.0,cabell,WV,31444,105279.0,01/2020,122114.5
31555,202001.0,280049.5,376.0,129.5,484.0,monongalia,WV,31555,198803.0,01/2020,239426.25
33976,202001.0,155050.0,263.0,97.5,329.0,wood,WV,33976,111350.0,01/2020,133200.0
36069,202001.0,122500.0,399.0,103.5,438.0,raleigh,WV,36069,88472.0,01/2020,105486.0
40034,202001.0,127500.0,173.0,99.0,222.0,harrison,WV,40034,104126.0,01/2020,115813.0
43667,202001.0,119550.0,224.0,129.5,256.0,mercer,WV,43667,72300.0,01/2020,95925.0
46370,202001.0,129250.0,139.0,100.5,196.0,marion,WV,46370,108156.0,01/2020,118703.0
46921,202001.0,232300.0,178.0,96.5,251.0,putnam,WV,46921,164806.0,01/2020,198553.0
47917,202001.0,314950.0,174.0,91.0,226.0,jefferson,WV,47917,233294.0,01/2020,274122.0
52278,202001.0,132500.0,147.0,85.5,188.0,ohio,WV,52278,107243.0,01/2020,119871.5
17022,201912.0,149500.0,957.0,96.5,1162.0,kanawha,WV,17022,101055.0,12/2019,125277.5
29464,201912.0,234950.0,550.0,102.0,680.0,berkeley,WV,29464,190246.0,12/2019,212598.0
31445,201912.0,137050.0,559.0,118.0,673.0,cabell,WV,31445,105279.0,12/2019,121164.5
31556,201912.0,279550.0,446.0,126.5,555.0,monongalia,WV,31556,198513.0,12/2019,239031.5
33977,201912.0,150000.0,273.0,90.5,344.0,wood,WV,33977,111048.0,12/2019,130524.0
36070,201912.0,125050.0,439.0,90.0,481.0,raleigh,WV,36070,88481.0,12/2019,106765.5
40035,201912.0,142300.0,190.0,104.5,255.0,harrison,WV,40035,103892.0,12/2019,123096.0
43668,201912.0,119950.0,240.0,128.0,271.0,mercer,WV,43668,72461.0,12/2019,96205.5
46371,201912.0,139500.0,163.0,99.5,219.0,marion,WV,46371,108151.0,12/2019,123825.5
46922,201912.0,242500.0,209.0,97.0,282.0,putnam,WV,46922,164680.0,12/2019,203590.0
47918,201912.0,302545.0,206.0,93.0,264.0,jefferson,WV,47918,232375.0,12/2019,267460.0
52279,201912.0,129500.0,164.0,83.5,213.0,ohio,WV,52279,106986.0,12/2019,118243.0
17023,201911.0,149950.0,994.0,92.0,1255.0,kanawha,WV,17023,100931.0,11/2019,125440.5
29465,201911.0,235040.0,655.0,79.0,806.0,berkeley,WV,29465,189884.0,11/2019,212462.0
31446,201911.0,139950.0,606.0,105.0,721.0,cabell,WV,31446,105514.0,11/2019,122732.0
31557,201911.0,279950.0,472.0,107.0,616.0,monongalia,WV,31557,197334.0,11/2019,238642.0
33978,201911.0,158950.0,279.0,85.0,374.0,wood,WV,33978,110765.0,11/2019,134857.5
36071,201911.0,124550.0,448.0,84.0,500.0,raleigh,WV,36071,88729.0,11/2019,106639.5
40036,201911.0,159950.0,214.0,91.0,287.0,harrison,WV,40036,103964.0,11/2019,131957.0
43669,201911.0,124950.0,267.0,107.0,303.0,mercer,WV,43669,72782.0,11/2019,98866.0
46372,201911.0,139950.0,168.0,92.0,232.0,marion,WV,46372,108138.0,11/2019,124044.0
46923,201911.0,245050.0,223.0,87.0,310.0,putnam,WV,46923,164662.0,11/2019,204856.0
47919,201911.0,309950.0,248.0,77.0,311.0,jefferson,WV,47919,231707.0,11/2019,270828.5
52280,201911.0,139950.0,161.0,78.0,226.0,ohio,WV,52280,106822.0,11/2019,123386.0
17024,201910.0,150050.0,1034.0,89.0,1312.0,kanawha,WV,17024,101123.0,10/2019,125586.5
29466,201910.0,235000.0,691.0,74.0,825.0,berkeley,WV,29466,190269.0,10/2019,212634.5
31447,201910.0,143450.0,611.0,105.5,733.0,cabell,WV,31447,105828.0,10/2019,124639.0
31558,201910.0,280049.0,522.0,98.0,669.0,monongalia,WV,31558,197073.0,10/2019,238561.0
33979,201910.0,158750.0,287.0,73.5,378.0,wood,WV,33979,110519.0,10/2019,134634.5
36072,201910.0,130000.0,472.0,83.5,535.0,raleigh,WV,36072,88998.0,10/2019,109499.0
40037,201910.0,162050.0,220.0,82.5,298.0,harrison,WV,40037,104019.0,10/2019,133034.5
43670,201910.0,129950.0,276.0,104.5,317.0,mercer,WV,43670,73110.0,10/2019,101530.0
46373,201910.0,158500.0,171.0,77.0,257.0,marion,WV,46373,108060.0,10/2019,133280.0
46924,201910.0,249550.0,227.0,78.0,324.0,putnam,WV,46924,164585.0,10/2019,207067.5
47920,201910.0,299950.0,272.0,78.0,348.0,jefferson,WV,47920,231070.0,10/2019,265510.0
52281,201910.0,150000.0,158.0,81.0,220.0,ohio,WV,52281,106715.0,10/2019,128357.5
17025,201909.0,150000.0,1086.0,86.5,1470.0,kanawha,WV,17025,101137.0,09/2019,125568.5
29467,201909.0,231430.0,683.0,77.0,852.0,berkeley,WV,29467,190423.0,09/2019,210926.5
31448,201909.0,147050.0,633.0,95.5,838.0,cabell,WV,31448,105619.0,09/2019,126334.5
31559,201909.0,288157.0714,536.0,89.0,689.0,monongalia,WV,31559,196917.0,09/2019,242537.0357
33980,201909.0,156835.7143,285.0,66.0,382.0,wood,WV,33980,110056.0,09/2019,133445.85715
36073,201909.0,155050.0,414.0,97.5,476.0,raleigh,WV,36073,88935.0,09/2019,121992.5
40038,201909.0,174721.4286,225.0,75.0,315.0,harrison,WV,40038,103765.0,09/2019,139243.2143
43671,201909.0,132421.4286,294.0,96.5,340.0,mercer,WV,43671,72865.0,09/2019,102643.2143
46374,201909.0,153050.0,182.0,76.0,260.0,marion,WV,46374,107527.0,09/2019,130288.5
46925,201909.0,254950.0,279.0,71.0,438.0,putnam,WV,46925,163923.0,09/2019,209436.5
47921,201909.0,301045.2143,288.0,76.5,370.0,jefferson,WV,47921,230461.0,09/2019,265753.10715
52282,201909.0,146500.0,180.0,79.5,240.0,ohio,WV,52282,106305.0,09/2019,126402.5
17026,201908.0,149950.0,1085.0,80.0,1424.0,kanawha,WV,17026,101473.0,08/2019,125711.5
29468,201908.0,229430.0,707.0,59.0,879.0,berkeley,WV,29468,190234.0,08/2019,209832.0
31449,201908.0,149564.2857,640.0,92.0,807.0,cabell,WV,31449,105141.0,08/2019,127352.64285
31560,201908.0,285906.5714,510.0,91.0,678.0,monongalia,WV,31560,197518.0,08/2019,241712.2857
33981,201908.0,151835.7143,274.0,64.0,372.0,wood,WV,33981,109647.0,08/2019,130741.35715
36074,201908.0,152135.7143,427.0,92.0,489.0,raleigh,WV,36074,88646.0,08/2019,120390.85715
40039,201908.0,177721.4286,229.0,74.0,316.0,harrison,WV,40039,103311.0,08/2019,140516.2143
43672,201908.0,134721.4286,289.0,92.0,311.0,mercer,WV,43672,72454.0,08/2019,103587.7143
46375,201908.0,151278.5714,176.0,70.0,255.0,marion,WV,46375,106988.0,08/2019,129133.2857
46926,201908.0,266435.7143,266.0,72.0,397.0,putnam,WV,46926,163277.0,08/2019,214856.35715
47922,201908.0,300545.7143,306.0,72.0,382.0,jefferson,WV,47922,229799.0,08/2019,265172.35715
52283,201908.0,154292.8571,174.0,71.0,236.0,ohio,WV,52283,105790.0,08/2019,130041.42855
17027,201907.0,150050.0,1053.0,77.0,1321.0,kanawha,WV,17027,101641.0,07/2019,125845.5
29469,201907.0,226040.0,733.0,63.0,914.0,berkeley,WV,29469,189938.0,07/2019,207989.0
31450,201907.0,149950.0,627.0,90.0,753.0,cabell,WV,31450,104430.0,07/2019,127190.0
31561,201907.0,281050.0,489.0,84.0,679.0,monongalia,WV,31561,196936.0,07/2019,238993.0
33982,201907.0,149800.0,258.0,61.0,357.0,wood,WV,33982,109155.0,07/2019,129477.5
36075,201907.0,149950.0,434.0,80.5,498.0,raleigh,WV,36075,88401.0,07/2019,119175.5
40040,201907.0,178550.0,232.0,77.0,322.0,harrison,WV,40040,102815.0,07/2019,140682.5
43673,201907.0,130050.0,280.0,93.0,280.0,mercer,WV,43673,72037.0,07/2019,101043.5
46376,201907.0,149950.0,172.0,65.5,251.0,marion,WV,46376,106421.0,07/2019,128185.5
46927,201907.0,277050.0,255.0,71.0,360.0,putnam,WV,46927,162606.0,07/2019,219828.0
47923,201907.0,299950.0,330.0,68.5,407.0,jefferson,WV,47923,229446.0,07/2019,264698.0
52284,201907.0,154500.0,162.0,64.0,229.0,ohio,WV,52284,105282.0,07/2019,129891.0
17028,201906.0,159050.0,1016.0,73.0,1293.0,kanawha,WV,17028,101843.0,06/2019,130446.5
29470,201906.0,232950.0,704.0,66.0,888.0,berkeley,WV,29470,189432.0,06/2019,211191.0
31451,201906.0,139950.0,617.0,87.0,750.0,cabell,WV,31451,103856.0,06/2019,121903.0
31562,201906.0,279900.0,478.0,77.0,711.0,monongalia,WV,31562,196383.0,06/2019,238141.5
33983,201906.0,154550.0,223.0,63.0,323.0,wood,WV,33983,108538.0,06/2019,131544.0
36076,201906.0,158050.0,429.0,81.0,495.0,raleigh,WV,36076,88118.0,06/2019,123084.0
40041,201906.0,174950.0,221.0,79.0,315.0,harrison,WV,40041,102255.0,06/2019,138602.5
43674,201906.0,135049.0,277.0,88.0,277.0,mercer,WV,43674,71681.0,06/2019,103365.0
46377,201906.0,149950.0,151.0,70.0,242.0,marion,WV,46377,105970.0,06/2019,127960.0
46928,201906.0,274550.0,255.0,70.0,365.0,putnam,WV,46928,162092.0,06/2019,218321.0
47924,201906.0,309950.0,330.0,56.0,422.0,jefferson,WV,47924,229007.0,06/2019,269478.5
52285,201906.0,159950.0,151.0,63.0,220.0,ohio,WV,52285,104816.0,06/2019,132383.0
